PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35202655,Ontario,873,5,2.329,1,-1.116,4,0.479,1,-0.852
35202656,Ontario,749,5,2.616,2,-0.736,5,1.129,2,-0.345
35202657,Ontario,467,5,3.405,1,-0.838,5,2.011,3,-0.298
35202666,Ontario,2064,5,2.157,1,-1.203,4,0.618,1,-1.045
35202669,Ontario,856,5,2.626,1,-1.402,5,1.427,1,-1.062
35202670,Ontario,798,5,2.748,1,-0.941,5,1.295,2,-0.511
35202671,Ontario,2332,5,1.950,1,-1.121,5,0.895,1,-1.232
35202672,Ontario,484,3,-0.484,2,-0.332,4,0.110,1,-0.892
35202673,Ontario,1209,5,1.810,1,-1.371,4,0.289,1,-1.336
35202674,Ontario,1032,5,2.591,2,-0.497,4,0.079,1,-1.170
35202675,Ontario,591,3,-0.363,1,-1.010,4,-0.064,1,-0.755
35202676,Ontario,607,1,-0.914,1,-1.070,4,-0.123,1,-1.080
35202677,Ontario,442,2,-0.709,3,-0.106,3,-0.326,1,-0.768
35202678,Ontario,422,1,-1.008,1,-1.076,3,-0.339,1,-1.045
35202679,Ontario,609,1,-1.196,2,-0.765,3,-0.343,1,-0.656
35202680,Ontario,433,3,-0.298,4,0.227,3,-0.376,1,-0.661
35202681,Ontario,467,3,-0.487,1,-1.240,4,0.015,2,-0.605
35202682,Ontario,783,4,0.256,1,-1.035,4,0.116,1,-0.791
35202683,Ontario,506,4,0.690,3,-0.164,3,-0.483,2,-0.382
35202684,Ontario,583,4,0.380,3,-0.295,3,-0.410,1,-0.681
35202685,Ontario,494,1,-0.968,2,-0.624,3,-0.485,1,-0.704
35202686,Ontario,482,1,-1.070,2,-0.590,3,-0.384,1,-0.753
35202687,Ontario,470,4,0.789,5,1.948,3,-0.433,1,-0.916
35202688,Ontario,595,4,-0.012,3,-0.030,4,-0.124,1,-0.905
35202689,Ontario,632,2,-0.692,1,-0.999,3,-0.321,1,-0.864
35202690,Ontario,477,3,-0.337,2,-0.558,3,-0.195,2,-0.421
35202691,Ontario,656,3,-0.187,3,0.016,4,-0.171,1,-1.036
35202694,Ontario,851,4,0.337,1,-0.802,4,-0.028,3,-0.249
35202695,Ontario,464,2,-0.748,2,-0.368,3,-0.418,2,-0.612
35202699,Ontario,328,2,-0.681,4,0.277,5,1.268,1,-0.786
35202700,Ontario,687,3,-0.443,4,0.200,5,0.723,2,-0.374
35202701,Ontario,472,2,-0.601,2,-0.645,4,0.027,1,-0.958
35202702,Ontario,2287,5,0.955,5,0.869,5,0.831,1,-0.917
35202703,Ontario,347,4,0.317,4,0.184,4,0.266,3,-0.106
35202704,Ontario,436,2,-0.779,4,0.259,4,0.153,1,-0.687
35202705,Ontario,1432,5,1.350,5,3.411,4,0.000,1,-1.642
35202706,Ontario,482,5,1.980,2,-0.736,5,1.330,2,-0.538
35202707,Ontario,709,4,0.517,4,0.286,5,1.400,1,-0.630
35202712,Ontario,804,5,1.125,3,-0.274,5,1.303,3,-0.071
35202722,Ontario,1120,3,-0.433,2,-0.343,5,1.861,2,-0.591
35202727,Ontario,588,5,2.303,5,1.048,5,2.232,5,1.305
35202733,Ontario,2034,5,1.781,5,0.708,5,3.003,4,0.144
35202735,Ontario,1479,5,1.528,4,0.159,5,3.413,5,1.042
35202736,Ontario,959,5,1.634,4,0.210,5,3.979,4,0.343
35202739,Ontario,657,1,-0.849,5,0.748,5,0.699,2,-0.482
35202741,Ontario,468,5,0.917,5,1.490,4,0.546,2,-0.434
35202742,Ontario,420,3,-0.250,4,0.150,4,0.044,3,-0.293
35202743,Ontario,1039,5,1.220,2,-0.745,4,0.553,3,-0.070
35202744,Ontario,498,5,1.938,1,-0.986,5,1.657,1,-0.745
35202745,Ontario,529,1,-0.863,3,-0.067,5,1.459,2,-0.470
35202746,Ontario,503,4,0.364,3,-0.013,5,0.846,5,0.593
35202747,Ontario,659,1,-1.079,3,0.043,4,0.061,1,-0.712
35202748,Ontario,880,5,1.160,4,0.419,5,1.243,5,1.061
35202749,Ontario,283,1,-1.200,3,0.047,4,-0.071,1,-1.282
35202750,Ontario,813,4,0.027,2,-0.531,4,0.591,4,0.021
35202751,Ontario,406,2,-0.804,3,-0.007,4,0.055,1,-0.798
35202752,Ontario,480,1,-1.082,4,0.672,4,0.042,1,-0.783
35202753,Ontario,475,2,-0.782,4,0.132,4,-0.151,1,-0.890
35202756,Ontario,529,1,-1.050,2,-0.629,4,0.164,1,-0.991
35202757,Ontario,420,1,-1.024,3,0.041,5,0.737,1,-0.800
35202758,Ontario,461,2,-0.707,3,0.057,4,0.602,3,-0.182
35202760,Ontario,723,2,-0.683,4,0.331,5,1.862,2,-0.534
35202761,Ontario,489,1,-1.126,2,-0.398,5,1.151,1,-1.117
35202762,Ontario,902,1,-1.193,4,0.547,5,1.213,1,-0.637
35202763,Ontario,526,1,-1.066,2,-0.535,5,0.937,1,-0.724
35202764,Ontario,489,1,-1.009,1,-0.953,4,0.510,1,-0.863
35202765,Ontario,527,1,-0.928,4,0.227,5,1.724,2,-0.356
35202767,Ontario,494,1,-1.079,3,0.023,5,1.430,1,-0.941
35202768,Ontario,845,4,0.694,3,0.048,3,-0.194,1,-0.647
35202769,Ontario,512,5,1.296,1,-1.097,4,-0.184,2,-0.602
35202770,Ontario,590,5,0.945,3,-0.135,3,-0.337,1,-0.736
35202771,Ontario,595,4,0.129,3,-0.271,4,-0.043,2,-0.532
35202772,Ontario,648,2,-0.597,2,-0.699,3,-0.323,1,-0.736
35202773,Ontario,610,3,-0.410,2,-0.619,4,-0.132,2,-0.545
35202774,Ontario,544,3,-0.404,3,-0.117,3,-0.433,1,-0.861
35202775,Ontario,520,1,-0.927,1,-0.952,3,-0.439,2,-0.553
35202776,Ontario,575,1,-0.986,3,-0.092,3,-0.444,2,-0.522
35202777,Ontario,586,1,-0.922,3,-0.266,4,-0.182,1,-0.646
35202778,Ontario,593,4,0.117,4,0.410,4,0.028,1,-0.969
35202779,Ontario,444,2,-0.712,2,-0.653,3,-0.333,1,-0.945
35202787,Ontario,527,3,-0.086,5,0.690,3,-0.373,1,-1.216
35202788,Ontario,964,4,0.629,3,-0.142,4,0.207,1,-1.221
35202789,Ontario,403,5,1.202,2,-0.747,3,-0.424,1,-0.855
35202790,Ontario,1106,5,1.908,4,0.601,3,-0.360,1,-1.211
35202791,Ontario,673,5,2.206,3,-0.216,5,0.893,2,-0.476
35202792,Ontario,394,5,1.627,3,-0.313,4,0.551,2,-0.380
35202797,Ontario,577,4,-0.046,2,-0.445,3,-0.452,1,-0.668
35202798,Ontario,685,4,0.763,1,-0.963,4,-0.131,1,-0.874
35202799,Ontario,402,5,1.672,5,2.039,3,-0.338,1,-1.027
35202800,Ontario,441,5,2.014,5,0.725,4,0.049,2,-0.607
35202801,Ontario,782,5,1.449,4,0.514,5,0.765,1,-1.142
35202802,Ontario,492,4,0.219,4,0.343,4,-0.091,1,-1.143
35202803,Ontario,560,5,1.272,2,-0.756,3,-0.382,1,-0.671
35202804,Ontario,972,5,1.395,3,0.077,4,-0.063,1,-0.726
35202805,Ontario,645,5,1.082,3,0.005,4,0.243,2,-0.551
35202806,Ontario,900,4,0.499,2,-0.404,3,-0.439,2,-0.569
35202807,Ontario,790,5,1.160,3,-0.284,4,0.011,1,-0.734
35202808,Ontario,503,5,1.050,2,-0.460,4,-0.187,2,-0.567
35202809,Ontario,354,4,0.632,2,-0.705,3,-0.453,1,-0.661
35202810,Ontario,388,4,0.399,1,-0.985,4,0.295,2,-0.511
35202811,Ontario,798,4,0.771,2,-0.740,3,-0.449,1,-0.894
35202812,Ontario,585,4,0.217,1,-0.786,3,-0.235,1,-1.057
35202813,Ontario,478,4,0.481,4,0.115,3,-0.244,2,-0.591
35202814,Ontario,316,3,-0.327,2,-0.539,3,-0.531,1,-1.176
35202817,Ontario,1776,5,1.893,4,0.134,4,0.260,1,-1.100
35202818,Ontario,1751,5,1.649,2,-0.649,4,0.295,1,-1.384
35202819,Ontario,891,5,1.867,2,-0.401,5,0.796,1,-0.786
35202820,Ontario,1250,5,2.181,4,0.396,4,0.588,1,-1.055
35202821,Ontario,941,5,2.351,1,-0.958,5,1.151,1,-0.735
35202823,Ontario,823,5,0.926,5,1.416,4,0.569,1,-1.504
35202840,Ontario,197,5,2.849,2,-0.779,5,0.749,4,0.301
35202842,Ontario,310,5,1.674,1,-1.023,4,0.541,4,0.150
35202843,Ontario,404,5,1.986,4,0.318,4,0.110,4,-0.001
35202845,Ontario,375,5,0.863,2,-0.711,4,0.142,1,-0.657
35202846,Ontario,337,5,0.837,1,-1.477,4,0.093,1,-0.973
35202847,Ontario,798,5,3.098,5,2.104,5,1.333,5,1.099
35202848,Ontario,625,5,3.841,2,-0.614,5,0.736,4,0.355
35202849,Ontario,492,5,3.333,3,-0.159,5,0.814,5,0.784
35202850,Ontario,704,5,1.534,3,-0.252,5,1.324,5,0.406
35202878,Ontario,450,5,0.955,5,0.690,4,-0.074,1,-1.219
35202879,Ontario,1398,4,0.340,5,0.689,3,-0.365,1,-1.156
35202880,Ontario,636,5,1.719,3,-0.236,4,0.091,1,-0.674
35202881,Ontario,474,4,0.709,3,-0.165,3,-0.415,1,-0.829
35202882,Ontario,599,4,0.784,1,-1.266,3,-0.432,3,-0.283
35202883,Ontario,312,5,1.243,3,-0.038,4,-0.168,1,-0.761
35202884,Ontario,518,1,-1.247,2,-0.445,3,-0.250,1,-0.783
35202886,Ontario,473,3,-0.340,3,-0.196,4,0.016,2,-0.519
35202887,Ontario,438,4,0.653,1,-1.435,4,0.237,1,-0.721
35202888,Ontario,509,3,-0.374,2,-0.701,4,-0.030,1,-0.824
35202889,Ontario,434,4,0.633,2,-0.600,4,0.299,2,-0.442
35202890,Ontario,638,5,1.443,1,-0.925,5,0.655,2,-0.593
35202891,Ontario,567,4,0.448,1,-0.836,4,-0.026,2,-0.454
35202892,Ontario,252,5,0.857,2,-0.604,5,0.811,2,-0.398
35202893,Ontario,654,5,1.994,2,-0.725,4,0.551,2,-0.451
35202894,Ontario,730,5,2.272,2,-0.390,5,0.700,1,-0.716
35202895,Ontario,495,4,0.250,3,-0.102,4,-0.063,1,-0.618
35202896,Ontario,429,1,-1.049,2,-0.527,3,-0.312,1,-0.980
35202897,Ontario,466,2,-0.728,3,-0.248,4,0.475,1,-1.038
35202898,Ontario,463,2,-0.735,2,-0.564,4,-0.134,1,-0.712
35202899,Ontario,493,1,-0.984,3,-0.041,4,0.433,1,-0.689
35202900,Ontario,722,5,1.095,3,-0.282,4,-0.116,1,-0.656
35202901,Ontario,493,4,0.209,2,-0.578,4,0.251,1,-0.911
35202902,Ontario,407,5,1.960,1,-1.426,4,0.608,1,-0.667
35202903,Ontario,706,5,1.645,1,-1.392,4,0.132,1,-0.675
35202904,Ontario,482,4,-0.028,4,0.401,4,-0.132,2,-0.535
35202905,Ontario,574,1,-1.168,4,0.483,3,-0.332,1,-0.859
35202906,Ontario,882,5,0.933,1,-1.200,5,0.996,1,-1.170
35202907,Ontario,445,5,1.660,3,0.014,4,0.129,3,-0.236
35202910,Ontario,406,4,0.072,3,-0.240,4,-0.057,1,-0.892
35202911,Ontario,561,4,0.067,2,-0.753,4,0.116,2,-0.570
35202912,Ontario,677,4,0.598,3,-0.310,3,-0.336,1,-0.722
35202918,Ontario,647,2,-0.715,3,-0.195,4,0.143,1,-0.724
35202919,Ontario,602,2,-0.556,1,-0.908,4,0.020,1,-1.063
35202920,Ontario,683,3,-0.202,3,-0.308,4,0.000,3,-0.223
35202928,Ontario,951,5,1.151,1,-1.187,4,-0.075,1,-0.929
35202930,Ontario,558,4,0.519,1,-1.234,4,0.192,1,-1.053
35202931,Ontario,588,5,1.612,2,-0.556,3,-0.288,1,-0.857
35202932,Ontario,554,4,0.024,1,-1.175,3,-0.401,1,-0.823
35202933,Ontario,366,1,-0.960,3,-0.251,3,-0.435,1,-0.919
35202935,Ontario,530,4,0.367,1,-1.268,3,-0.214,1,-0.772
35202936,Ontario,634,3,-0.384,2,-0.744,4,-0.091,2,-0.471
35202937,Ontario,630,1,-1.036,2,-0.603,3,-0.413,1,-0.981
35202938,Ontario,530,2,-0.716,1,-1.295,3,-0.264,1,-1.196
35202939,Ontario,695,4,0.140,2,-0.525,4,0.522,1,-0.665
35202940,Ontario,493,4,0.434,1,-0.900,5,0.885,4,0.052
35202941,Ontario,575,1,-0.987,2,-0.738,3,-0.497,2,-0.547
35202942,Ontario,544,2,-0.764,2,-0.637,3,-0.326,1,-0.811
35202943,Ontario,747,5,1.627,1,-1.252,5,0.990,3,-0.072
35202944,Ontario,778,4,0.654,4,0.642,4,-0.183,1,-0.811
35202945,Ontario,511,1,-1.105,3,-0.152,3,-0.484,2,-0.467
35202946,Ontario,592,2,-0.552,3,-0.144,3,-0.384,1,-0.673
35202947,Ontario,900,3,-0.495,2,-0.424,4,0.185,1,-0.717
35202948,Ontario,314,3,-0.403,2,-0.652,3,-0.424,1,-0.901
35202949,Ontario,728,4,0.368,3,-0.234,4,0.212,1,-0.997
35202950,Ontario,527,5,0.938,5,0.691,4,0.045,1,-0.692
35202951,Ontario,387,4,0.190,2,-0.679,3,-0.410,1,-0.766
35202952,Ontario,442,1,-0.998,3,-0.228,4,0.080,1,-0.839
35202953,Ontario,545,1,-1.067,2,-0.545,4,0.113,1,-1.002
35202954,Ontario,460,3,-0.302,3,-0.314,4,0.309,3,-0.330
35202955,Ontario,585,4,0.495,2,-0.688,5,2.015,3,-0.222
35202965,Ontario,818,4,0.546,5,0.732,5,1.171,5,1.220
35202966,Ontario,290,2,-0.628,3,-0.208,5,0.920,2,-0.396
35202967,Ontario,463,1,-1.056,3,-0.129,5,0.842,2,-0.415
35202968,Ontario,763,1,-1.062,4,0.531,4,0.097,1,-0.744
35202969,Ontario,503,1,-1.060,4,0.513,4,0.314,1,-0.785
35202970,Ontario,470,5,1.119,3,-0.178,5,1.579,5,0.958
35202971,Ontario,550,3,-0.166,2,-0.487,4,0.047,2,-0.530
35202972,Ontario,512,3,-0.446,2,-0.498,4,0.408,2,-0.571
35202973,Ontario,464,3,-0.456,3,-0.302,4,0.426,2,-0.529
35202974,Ontario,380,1,-1.153,5,0.776,4,0.336,3,-0.324
35202975,Ontario,322,2,-0.618,5,1.298,4,0.618,2,-0.457
35202976,Ontario,365,2,-0.523,5,0.908,4,-0.055,1,-0.898
35202977,Ontario,237,5,1.114,5,5.200,4,-0.042,1,-1.283
35202982,Ontario,357,2,-0.765,3,0.109,4,0.123,3,-0.299
35202983,Ontario,489,4,0.306,4,0.617,5,0.830,3,-0.149
35202984,Ontario,988,5,1.360,5,0.695,4,0.446,1,-0.916
35202985,Ontario,424,4,0.160,3,-0.271,4,0.508,3,-0.260
35202986,Ontario,452,3,-0.088,4,0.609,4,0.253,4,0.187
35202987,Ontario,419,1,-1.155,4,0.296,4,-0.177,1,-0.931
35202988,Ontario,457,2,-0.613,5,1.154,4,0.548,2,-0.370
35202989,Ontario,469,1,-0.895,4,0.192,4,0.193,1,-0.700
35202990,Ontario,929,5,1.459,3,-0.114,5,0.940,2,-0.365
35202991,Ontario,662,5,1.337,4,0.413,5,0.722,1,-0.783
35202992,Ontario,569,1,-1.122,3,-0.005,4,-0.147,1,-0.641
35202993,Ontario,841,1,-1.003,4,0.109,4,-0.054,2,-0.603
35202994,Ontario,371,1,-0.884,4,0.153,4,0.455,1,-0.745
35202995,Ontario,339,1,-1.059,5,0.699,4,0.177,1,-0.880
35202996,Ontario,583,1,-1.137,5,0.843,4,-0.103,1,-0.834
35202997,Ontario,495,1,-0.961,5,1.745,4,0.155,1,-1.115
35202998,Ontario,543,1,-0.824,4,0.497,4,0.075,1,-0.662
35202999,Ontario,503,2,-0.565,4,0.616,4,0.173,1,-0.757
35203000,Ontario,699,1,-0.928,4,0.534,4,0.173,2,-0.581
35203001,Ontario,526,4,0.056,4,0.658,4,0.069,1,-0.764
35203002,Ontario,675,5,1.359,4,0.373,5,0.815,3,-0.046
35203003,Ontario,502,1,-0.906,4,0.374,4,-0.175,1,-0.664
35203004,Ontario,619,1,-0.931,5,0.719,4,0.175,1,-0.919
35203005,Ontario,544,1,-0.927,3,-0.182,4,0.099,1,-0.676
35203006,Ontario,476,1,-0.883,3,0.004,4,-0.119,1,-0.879
35203007,Ontario,593,1,-0.844,3,0.045,4,-0.187,1,-0.895
35203008,Ontario,550,1,-1.078,2,-0.441,3,-0.408,3,-0.278
35203009,Ontario,404,2,-0.573,3,-0.098,3,-0.397,1,-0.671
35203015,Ontario,330,1,-0.933,5,1.308,5,2.426,4,0.108
35203016,Ontario,681,3,-0.299,4,0.450,5,1.377,3,-0.144
35203018,Ontario,307,4,0.335,3,-0.289,5,2.269,3,-0.133
35203026,Ontario,730,4,0.576,3,-0.156,5,2.331,3,-0.238
35203027,Ontario,754,1,-0.838,4,0.190,5,2.039,3,-0.244
35203028,Ontario,471,1,-1.095,5,0.870,5,2.655,4,0.140
35203029,Ontario,303,1,-1.048,4,0.361,5,2.204,4,0.041
35203030,Ontario,327,2,-0.531,2,-0.393,5,2.254,4,0.106
35203031,Ontario,927,2,-0.615,4,0.599,5,1.923,4,0.109
35203032,Ontario,400,3,-0.285,3,-0.206,5,2.506,4,0.019
35203033,Ontario,349,3,-0.235,3,-0.232,5,2.598,5,1.021
35203034,Ontario,811,5,1.027,3,0.080,5,3.329,4,0.368
35203035,Ontario,650,4,0.268,2,-0.671,5,1.524,4,0.340
35203036,Ontario,385,3,-0.072,4,0.177,5,2.340,4,-0.001
35203037,Ontario,568,3,-0.248,4,0.340,5,2.362,4,-0.018
35203038,Ontario,1001,3,-0.315,4,0.204,5,2.015,4,0.018
35203039,Ontario,490,2,-0.530,2,-0.383,5,2.188,4,-0.036
35203040,Ontario,329,4,-0.058,4,0.116,5,3.370,4,0.058
35203041,Ontario,901,2,-0.767,2,-0.419,5,2.500,4,0.041
35203042,Ontario,570,3,-0.120,2,-0.627,5,2.492,3,-0.150
35203043,Ontario,463,3,-0.390,3,-0.095,5,2.799,3,-0.142
35203044,Ontario,360,1,-0.869,5,1.122,5,2.517,4,0.270
35203045,Ontario,516,2,-0.819,5,1.110,5,2.337,3,-0.198
35203046,Ontario,392,3,-0.321,4,0.310,5,2.545,2,-0.379
35203047,Ontario,608,4,-0.049,2,-0.343,5,2.049,2,-0.361
35203048,Ontario,523,4,0.046,3,-0.310,5,1.972,3,-0.319
35203049,Ontario,243,2,-0.712,5,0.937,5,2.578,5,0.473
35203050,Ontario,435,4,0.049,5,0.957,5,3.379,5,0.449
35203051,Ontario,666,3,-0.138,3,-0.104,5,1.906,5,0.622
35203052,Ontario,215,4,0.649,2,-0.398,5,3.967,5,0.517
35203053,Ontario,1065,4,-0.054,4,0.177,5,2.370,5,0.852
35203054,Ontario,1011,3,-0.253,2,-0.678,5,2.238,4,0.019
35203055,Ontario,801,4,0.316,3,0.108,5,2.483,5,0.716
35203056,Ontario,975,5,1.785,3,-0.240,5,4.660,5,0.662
35203057,Ontario,1070,5,1.079,3,-0.029,5,4.348,5,0.542
35203058,Ontario,685,3,-0.477,4,0.207,5,2.350,4,0.095
35203059,Ontario,263,2,-0.547,3,-0.054,5,2.342,5,0.402
35203060,Ontario,307,3,-0.329,4,0.299,5,3.093,5,0.650
35203061,Ontario,664,3,-0.330,4,0.647,5,2.024,5,0.408
35203064,Ontario,469,3,-0.284,2,-0.538,5,2.990,1,-0.676
35203071,Ontario,390,3,-0.481,3,-0.253,5,2.210,5,1.140
35203072,Ontario,395,3,-0.173,4,0.170,5,2.468,5,0.432
35203073,Ontario,384,3,-0.417,4,0.291,5,2.122,4,0.007
35203074,Ontario,351,3,-0.261,5,0.864,5,1.521,2,-0.478
35203075,Ontario,686,5,1.148,5,0.987,5,2.339,5,0.493
35203077,Ontario,281,2,-0.697,4,0.290,5,2.321,4,-0.020
35203079,Ontario,287,1,-0.887,2,-0.704,5,2.250,3,-0.191
35203080,Ontario,340,2,-0.606,3,0.098,5,1.589,3,-0.178
35203081,Ontario,392,3,-0.107,4,0.253,5,2.717,3,-0.237
35203082,Ontario,434,3,-0.202,4,0.335,5,2.205,3,-0.170
35203086,Ontario,838,3,-0.491,3,-0.152,5,1.901,4,0.067
35203087,Ontario,608,2,-0.660,4,0.329,5,1.889,3,-0.167
35203093,Ontario,601,2,-0.758,4,0.160,4,0.593,3,-0.088
35203094,Ontario,533,2,-0.640,4,0.430,5,1.662,4,0.295
35203095,Ontario,673,2,-0.658,4,0.312,5,1.563,3,-0.322
35203096,Ontario,818,3,-0.392,3,-0.096,5,1.349,2,-0.337
35203097,Ontario,635,2,-0.818,4,0.208,5,1.548,3,-0.132
35203098,Ontario,435,3,-0.455,4,0.428,5,1.588,2,-0.368
35203102,Ontario,408,2,-0.727,5,0.810,4,0.385,2,-0.410
35203105,Ontario,412,2,-0.645,4,0.296,5,0.965,3,-0.139
35203107,Ontario,693,1,-1.011,3,-0.087,4,0.314,1,-0.851
35203108,Ontario,596,2,-0.540,4,0.243,4,0.525,2,-0.376
35203109,Ontario,685,4,-0.017,3,0.009,4,-0.083,1,-0.757
35203110,Ontario,537,2,-0.739,3,-0.313,4,-0.154,2,-0.534
35203111,Ontario,521,2,-0.686,5,0.722,4,-0.051,2,-0.359
35203112,Ontario,524,1,-0.962,3,0.108,3,-0.206,1,-0.758
35203113,Ontario,207,2,-0.744,5,1.015,4,-0.180,3,-0.326
35203126,Ontario,551,3,-0.284,4,0.219,4,0.243,3,-0.294
35203127,Ontario,996,5,1.369,3,-0.213,5,1.176,2,-0.496
35203128,Ontario,381,4,0.271,5,0.949,4,0.599,2,-0.470
35203129,Ontario,409,5,1.378,2,-0.590,5,1.201,3,-0.066
35203130,Ontario,425,5,1.767,2,-0.450,4,0.601,4,0.276
35203131,Ontario,1242,5,1.906,2,-0.695,5,1.549,4,0.291
35203132,Ontario,504,5,2.227,3,-0.317,5,1.489,3,-0.130
35203133,Ontario,316,5,1.920,1,-0.857,5,1.464,4,0.091
35203134,Ontario,327,5,1.984,4,0.489,5,1.151,4,0.211
35203135,Ontario,519,1,-0.939,1,-0.913,3,-0.239,1,-0.768
35203136,Ontario,408,2,-0.656,4,0.187,4,0.491,1,-0.985
35203137,Ontario,705,2,-0.718,3,-0.295,4,-0.143,1,-0.873
35203138,Ontario,401,1,-0.862,4,0.544,4,-0.013,2,-0.424
35203139,Ontario,534,1,-1.193,2,-0.511,3,-0.449,1,-0.642
35203140,Ontario,773,1,-0.918,2,-0.733,3,-0.502,1,-0.630
35203141,Ontario,452,1,-0.961,2,-0.392,4,-0.168,1,-0.870
35203142,Ontario,475,1,-1.320,3,-0.119,3,-0.326,1,-0.772
35203143,Ontario,497,5,1.658,3,0.093,5,1.178,4,0.029
35203144,Ontario,591,5,2.244,2,-0.673,5,0.772,5,0.609
35203146,Ontario,1027,4,0.706,2,-0.334,3,-0.277,1,-0.709
35203147,Ontario,920,4,0.117,2,-0.441,4,0.047,1,-0.727
35203148,Ontario,481,4,0.421,2,-0.383,4,-0.137,1,-1.012
35203149,Ontario,1079,5,1.368,1,-1.055,4,0.226,1,-1.399
35203150,Ontario,494,2,-0.773,2,-0.623,3,-0.426,1,-0.656
35203151,Ontario,521,2,-0.712,2,-0.501,4,0.052,2,-0.588
35203152,Ontario,587,4,0.026,2,-0.353,4,-0.111,1,-0.801
35203153,Ontario,650,3,-0.192,1,-1.173,4,-0.137,1,-1.078
35203154,Ontario,487,3,-0.224,2,-0.581,4,-0.154,1,-0.905
35203156,Ontario,356,5,2.311,2,-0.376,5,0.740,5,0.963
35203157,Ontario,7960,5,2.170,1,-1.896,5,0.718,1,-1.214
35203160,Ontario,2363,5,1.498,1,-1.616,4,0.415,1,-0.870
35203161,Ontario,278,5,3.245,3,0.013,5,0.882,3,-0.171
35203162,Ontario,910,5,0.918,1,-1.690,4,-0.124,1,-1.217
35203163,Ontario,575,4,0.753,1,-1.083,4,0.575,2,-0.605
35203167,Ontario,262,5,2.393,1,-0.982,4,-0.079,5,0.683
35203170,Ontario,483,5,1.477,1,-1.051,4,0.071,2,-0.354
35203174,Ontario,653,2,-0.609,3,0.094,3,-0.507,2,-0.471
35203175,Ontario,2477,5,1.816,1,-1.591,4,-0.010,1,-1.331
35203176,Ontario,3052,5,2.117,1,-1.667,4,0.145,1,-1.114
35203177,Ontario,1265,5,1.170,1,-1.744,4,0.018,1,-0.953
35203183,Ontario,564,4,0.129,3,-0.291,4,-0.074,4,0.077
35203184,Ontario,442,4,0.393,2,-0.597,4,0.639,2,-0.549
35203190,Ontario,1373,4,0.633,1,-1.816,4,0.118,1,-0.969
35203191,Ontario,321,3,-0.253,1,-1.319,4,0.003,2,-0.546
35203192,Ontario,416,4,0.583,3,-0.056,4,0.318,3,-0.304
35203193,Ontario,388,5,0.854,1,-1.348,4,0.216,2,-0.412
35203194,Ontario,618,4,0.208,1,-1.108,4,0.630,3,-0.242
35203195,Ontario,661,5,1.986,4,0.291,5,1.333,5,0.785
35203196,Ontario,312,4,0.080,1,-1.641,4,0.158,1,-0.733
35203197,Ontario,471,4,0.166,2,-0.511,5,0.979,1,-0.628
35203198,Ontario,335,4,0.577,4,0.224,5,1.267,5,0.818
35203199,Ontario,679,4,0.744,3,-0.242,5,1.642,5,0.783
35203200,Ontario,662,4,0.247,4,0.236,4,0.463,1,-0.658
35203201,Ontario,472,4,0.101,1,-0.876,5,2.785,4,0.221
35203202,Ontario,409,4,0.795,3,-0.236,4,0.525,4,0.318
35203203,Ontario,387,3,-0.278,1,-1.386,4,-0.177,4,0.085
35203204,Ontario,273,4,0.686,1,-0.869,4,-0.176,1,-0.676
35203208,Ontario,438,3,-0.432,2,-0.544,4,0.540,4,0.041
35203209,Ontario,695,4,0.768,3,-0.098,4,0.553,5,1.289
35203210,Ontario,326,3,-0.099,1,-1.608,5,1.105,3,-0.139
35203211,Ontario,293,4,-0.063,3,0.010,4,0.335,3,-0.165
35203212,Ontario,420,4,0.271,1,-1.345,4,0.444,2,-0.420
35203213,Ontario,636,4,0.560,1,-1.298,4,0.283,4,0.004
35203214,Ontario,387,4,0.423,2,-0.741,5,0.716,3,-0.228
35203216,Ontario,481,5,1.651,5,0.723,5,1.191,5,1.814
35203217,Ontario,625,4,0.428,1,-1.089,4,0.192,4,0.100
35203218,Ontario,520,4,0.533,1,-1.083,3,-0.302,2,-0.386
35203219,Ontario,343,4,0.241,1,-1.528,4,-0.081,3,-0.270
35203220,Ontario,411,4,0.236,4,0.127,4,0.322,4,0.083
35203221,Ontario,523,3,-0.484,3,-0.286,4,0.394,3,-0.285
35203222,Ontario,588,3,-0.400,3,-0.182,5,1.886,5,0.611
35203223,Ontario,207,4,-0.022,2,-0.491,4,0.623,2,-0.506
35203224,Ontario,468,3,-0.219,3,-0.219,5,1.960,5,0.484
35203225,Ontario,442,3,-0.421,1,-1.053,5,0.875,3,-0.151
35203226,Ontario,595,4,0.042,1,-0.809,5,1.046,4,0.067
35203227,Ontario,442,4,0.574,2,-0.324,5,0.946,5,0.558
35203228,Ontario,618,5,1.013,1,-0.850,4,0.065,1,-0.819
35203229,Ontario,404,4,0.160,3,-0.057,4,-0.152,2,-0.480
35203230,Ontario,661,5,1.078,3,-0.252,3,-0.395,3,-0.109
35203231,Ontario,766,5,1.318,2,-0.367,4,0.021,1,-0.689
35203232,Ontario,740,5,1.268,1,-1.317,3,-0.296,1,-0.815
35203233,Ontario,653,5,1.031,3,-0.252,3,-0.394,3,-0.292
35203234,Ontario,684,5,1.537,1,-1.071,3,-0.277,1,-0.635
